source,device,session_date,total_sessions,sessions_with_visit,sessions_with_product_view,sessions_with_add_to_cart,sessions_with_checkout,sessions_with_purchase,visit_to_product_view_rate,product_view_to_cart_rate,cart_to_checkout_rate,checkout_to_purchase_rate,visit_to_purchase_rate
referral,tablet,2023-07-29,7,7.0,5.0,0.0,0.0,0.0,0.7143,0.0,,,0.0
email,desktop,2023-07-28,36,36.0,27.0,10.0,7.0,6.0,0.75,0.3704,0.7,0.8571,0.1667
email,mobile,2023-07-28,67,67.0,51.0,15.0,7.0,7.0,0.7612,0.2941,0.4667,1.0,0.1045
email,tablet,2023-07-28,3,3.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2023-07-28,121,121.0,100.0,30.0,8.0,7.0,0.8264,0.3,0.2667,0.875,0.0579
organic,mobile,2023-07-28,235,235.0,188.0,65.0,27.0,24.0,0.8,0.3457,0.4154,0.8889,0.1021
organic,tablet,2023-07-28,24,24.0,15.0,5.0,2.0,2.0,0.625,0.3333,0.4,1.0,0.0833
paid,desktop,2023-07-28,102,102.0,83.0,30.0,20.0,19.0,0.8137,0.3614,0.6667,0.95,0.1863
paid,mobile,2023-07-28,216,216.0,170.0,55.0,25.0,22.0,0.787,0.3235,0.4545,0.88,0.1019
paid,tablet,2023-07-28,15,15.0,13.0,4.0,3.0,2.0,0.8667,0.3077,0.75,0.6667,0.1333
referral,desktop,2023-07-28,19,19.0,17.0,3.0,2.0,2.0,0.8947,0.1765,0.6667,1.0,0.1053
referral,mobile,2023-07-28,47,47.0,36.0,10.0,4.0,4.0,0.766,0.2778,0.4,1.0,0.0851
referral,tablet,2023-07-28,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
email,desktop,2023-07-27,17,17.0,16.0,5.0,2.0,1.0,0.9412,0.3125,0.4,0.5,0.0588
email,mobile,2023-07-27,58,58.0,48.0,18.0,9.0,7.0,0.8276,0.375,0.5,0.7778,0.1207
email,tablet,2023-07-27,3,3.0,3.0,2.0,0.0,0.0,1.0,0.6667,0.0,,0.0
organic,desktop,2023-07-27,132,132.0,109.0,36.0,21.0,19.0,0.8258,0.3303,0.5833,0.9048,0.1439
organic,mobile,2023-07-27,235,235.0,200.0,70.0,25.0,22.0,0.8511,0.35,0.3571,0.88,0.0936
organic,tablet,2023-07-27,25,25.0,21.0,3.0,1.0,1.0,0.84,0.1429,0.3333,1.0,0.04
paid,desktop,2023-07-27,92,92.0,74.0,21.0,15.0,12.0,0.8043,0.2838,0.7143,0.8,0.1304
paid,mobile,2023-07-27,193,193.0,157.0,46.0,16.0,14.0,0.8135,0.293,0.3478,0.875,0.0725
paid,tablet,2023-07-27,15,15.0,12.0,5.0,1.0,1.0,0.8,0.4167,0.2,1.0,0.0667
referral,desktop,2023-07-27,22,22.0,19.0,9.0,5.0,5.0,0.8636,0.4737,0.5556,1.0,0.2273
referral,mobile,2023-07-27,49,49.0,44.0,7.0,4.0,4.0,0.898,0.1591,0.5714,1.0,0.0816
referral,tablet,2023-07-27,3,3.0,2.0,1.0,0.0,0.0,0.6667,0.5,0.0,,0.0
email,desktop,2023-07-26,24,24.0,19.0,7.0,2.0,2.0,0.7917,0.3684,0.2857,1.0,0.0833
email,mobile,2023-07-26,62,62.0,51.0,16.0,9.0,9.0,0.8226,0.3137,0.5625,1.0,0.1452
email,tablet,2023-07-26,4,4.0,3.0,2.0,0.0,0.0,0.75,0.6667,0.0,,0.0
organic,desktop,2023-07-26,122,122.0,97.0,34.0,14.0,11.0,0.7951,0.3505,0.4118,0.7857,0.0902
organic,mobile,2023-07-26,283,283.0,225.0,63.0,38.0,33.0,0.7951,0.28,0.6032,0.8684,0.1166
organic,tablet,2023-07-26,19,19.0,16.0,6.0,4.0,2.0,0.8421,0.375,0.6667,0.5,0.1053
paid,desktop,2023-07-26,93,93.0,78.0,14.0,8.0,7.0,0.8387,0.1795,0.5714,0.875,0.0753
paid,mobile,2023-07-26,219,219.0,179.0,62.0,25.0,24.0,0.8174,0.3464,0.4032,0.96,0.1096
paid,tablet,2023-07-26,20,20.0,12.0,4.0,3.0,2.0,0.6,0.3333,0.75,0.6667,0.1
referral,desktop,2023-07-26,27,27.0,19.0,8.0,3.0,3.0,0.7037,0.4211,0.375,1.0,0.1111
referral,mobile,2023-07-26,55,55.0,42.0,11.0,5.0,4.0,0.7636,0.2619,0.4545,0.8,0.0727
referral,tablet,2023-07-26,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
email,desktop,2023-07-25,30,30.0,27.0,5.0,2.0,2.0,0.9,0.1852,0.4,1.0,0.0667
email,mobile,2023-07-25,71,71.0,57.0,23.0,12.0,10.0,0.8028,0.4035,0.5217,0.8333,0.1408
email,tablet,2023-07-25,5,5.0,3.0,1.0,0.0,0.0,0.6,0.3333,0.0,,0.0
organic,desktop,2023-07-25,122,122.0,94.0,24.0,10.0,10.0,0.7705,0.2553,0.4167,1.0,0.082
organic,mobile,2023-07-25,274,274.0,217.0,62.0,40.0,33.0,0.792,0.2857,0.6452,0.825,0.1204
organic,tablet,2023-07-25,18,18.0,13.0,6.0,4.0,3.0,0.7222,0.4615,0.6667,0.75,0.1667
paid,desktop,2023-07-25,95,95.0,79.0,27.0,10.0,9.0,0.8316,0.3418,0.3704,0.9,0.0947
paid,mobile,2023-07-25,198,198.0,166.0,52.0,26.0,23.0,0.8384,0.3133,0.5,0.8846,0.1162
paid,tablet,2023-07-25,17,17.0,14.0,4.0,2.0,1.0,0.8235,0.2857,0.5,0.5,0.0588
referral,desktop,2023-07-25,25,25.0,22.0,4.0,1.0,1.0,0.88,0.1818,0.25,1.0,0.04
referral,mobile,2023-07-25,58,58.0,47.0,11.0,4.0,3.0,0.8103,0.234,0.3636,0.75,0.0517
referral,tablet,2023-07-25,7,7.0,7.0,4.0,3.0,2.0,1.0,0.5714,0.75,0.6667,0.2857
email,desktop,2023-07-24,35,35.0,28.0,13.0,6.0,6.0,0.8,0.4643,0.4615,1.0,0.1714
email,mobile,2023-07-24,72,72.0,64.0,16.0,5.0,5.0,0.8889,0.25,0.3125,1.0,0.0694
email,tablet,2023-07-24,6,6.0,5.0,2.0,2.0,1.0,0.8333,0.4,1.0,0.5,0.1667
organic,desktop,2023-07-24,129,129.0,104.0,24.0,10.0,9.0,0.8062,0.2308,0.4167,0.9,0.0698
organic,mobile,2023-07-24,258,258.0,212.0,68.0,28.0,23.0,0.8217,0.3208,0.4118,0.8214,0.0891
organic,tablet,2023-07-24,22,22.0,16.0,3.0,0.0,0.0,0.7273,0.1875,0.0,,0.0
paid,desktop,2023-07-24,97,97.0,83.0,17.0,12.0,11.0,0.8557,0.2048,0.7059,0.9167,0.1134
paid,mobile,2023-07-24,234,234.0,177.0,54.0,30.0,26.0,0.7564,0.3051,0.5556,0.8667,0.1111
paid,tablet,2023-07-24,21,21.0,17.0,4.0,0.0,0.0,0.8095,0.2353,0.0,,0.0
referral,desktop,2023-07-24,34,34.0,27.0,10.0,5.0,5.0,0.7941,0.3704,0.5,1.0,0.1471
referral,mobile,2023-07-24,43,43.0,37.0,15.0,6.0,6.0,0.8605,0.4054,0.4,1.0,0.1395
referral,tablet,2023-07-24,3,3.0,3.0,1.0,0.0,0.0,1.0,0.3333,0.0,,0.0
email,desktop,2023-07-23,28,28.0,21.0,6.0,4.0,3.0,0.75,0.2857,0.6667,0.75,0.1071
email,mobile,2023-07-23,69,69.0,56.0,17.0,11.0,10.0,0.8116,0.3036,0.6471,0.9091,0.1449
email,tablet,2023-07-23,11,11.0,8.0,2.0,1.0,1.0,0.7273,0.25,0.5,1.0,0.0909
organic,desktop,2023-07-23,110,110.0,90.0,28.0,12.0,11.0,0.8182,0.3111,0.4286,0.9167,0.1
organic,mobile,2023-07-23,249,249.0,193.0,51.0,20.0,17.0,0.7751,0.2642,0.3922,0.85,0.0683
organic,tablet,2023-07-23,29,29.0,23.0,3.0,1.0,1.0,0.7931,0.1304,0.3333,1.0,0.0345
paid,desktop,2023-07-23,99,99.0,83.0,26.0,13.0,13.0,0.8384,0.3133,0.5,1.0,0.1313
paid,mobile,2023-07-23,184,184.0,143.0,40.0,14.0,11.0,0.7772,0.2797,0.35,0.7857,0.0598
paid,tablet,2023-07-23,15,15.0,13.0,3.0,1.0,1.0,0.8667,0.2308,0.3333,1.0,0.0667
referral,desktop,2023-07-23,25,25.0,17.0,3.0,2.0,2.0,0.68,0.1765,0.6667,1.0,0.08
referral,mobile,2023-07-23,49,49.0,39.0,5.0,3.0,3.0,0.7959,0.1282,0.6,1.0,0.0612
referral,tablet,2023-07-23,6,6.0,4.0,1.0,0.0,0.0,0.6667,0.25,0.0,,0.0
email,desktop,2023-07-22,23,23.0,20.0,7.0,2.0,2.0,0.8696,0.35,0.2857,1.0,0.087
email,mobile,2023-07-22,65,65.0,55.0,14.0,9.0,9.0,0.8462,0.2545,0.6429,1.0,0.1385
email,tablet,2023-07-22,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2023-07-22,114,114.0,91.0,30.0,14.0,9.0,0.7982,0.3297,0.4667,0.6429,0.0789
organic,mobile,2023-07-22,252,252.0,215.0,60.0,23.0,15.0,0.8532,0.2791,0.3833,0.6522,0.0595
organic,tablet,2023-07-22,26,26.0,20.0,6.0,5.0,5.0,0.7692,0.3,0.8333,1.0,0.1923
paid,desktop,2023-07-22,99,99.0,81.0,22.0,14.0,12.0,0.8182,0.2716,0.6364,0.8571,0.1212
paid,mobile,2023-07-22,190,190.0,150.0,47.0,18.0,15.0,0.7895,0.3133,0.383,0.8333,0.0789
paid,tablet,2023-07-22,15,15.0,12.0,3.0,1.0,1.0,0.8,0.25,0.3333,1.0,0.0667
referral,desktop,2023-07-22,26,26.0,19.0,4.0,3.0,1.0,0.7308,0.2105,0.75,0.3333,0.0385
referral,mobile,2023-07-22,47,47.0,40.0,11.0,4.0,3.0,0.8511,0.275,0.3636,0.75,0.0638
referral,tablet,2023-07-22,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
email,desktop,2023-07-21,30,30.0,22.0,6.0,2.0,2.0,0.7333,0.2727,0.3333,1.0,0.0667
email,mobile,2023-07-21,55,55.0,40.0,17.0,9.0,9.0,0.7273,0.425,0.5294,1.0,0.1636
email,tablet,2023-07-21,7,7.0,4.0,2.0,0.0,0.0,0.5714,0.5,0.0,,0.0
organic,desktop,2023-07-21,134,134.0,113.0,39.0,16.0,15.0,0.8433,0.3451,0.4103,0.9375,0.1119
organic,mobile,2023-07-21,271,271.0,211.0,55.0,26.0,22.0,0.7786,0.2607,0.4727,0.8462,0.0812
organic,tablet,2023-07-21,19,19.0,14.0,5.0,0.0,0.0,0.7368,0.3571,0.0,,0.0
paid,desktop,2023-07-21,83,83.0,75.0,27.0,15.0,14.0,0.9036,0.36,0.5556,0.9333,0.1687
paid,mobile,2023-07-21,205,205.0,171.0,51.0,30.0,27.0,0.8341,0.2982,0.5882,0.9,0.1317
paid,tablet,2023-07-21,15,15.0,8.0,5.0,2.0,2.0,0.5333,0.625,0.4,1.0,0.1333
referral,desktop,2023-07-21,21,21.0,18.0,5.0,3.0,3.0,0.8571,0.2778,0.6,1.0,0.1429
referral,mobile,2023-07-21,43,43.0,34.0,13.0,8.0,6.0,0.7907,0.3824,0.6154,0.75,0.1395
referral,tablet,2023-07-21,6,6.0,6.0,1.0,0.0,0.0,1.0,0.1667,0.0,,0.0
email,desktop,2023-07-20,21,21.0,16.0,4.0,2.0,2.0,0.7619,0.25,0.5,1.0,0.0952
email,mobile,2023-07-20,59,59.0,50.0,25.0,14.0,14.0,0.8475,0.5,0.56,1.0,0.2373
email,tablet,2023-07-20,8,8.0,5.0,2.0,2.0,2.0,0.625,0.4,1.0,1.0,0.25
organic,desktop,2023-07-20,126,126.0,103.0,35.0,17.0,17.0,0.8175,0.3398,0.4857,1.0,0.1349
organic,mobile,2023-07-20,275,275.0,232.0,68.0,28.0,27.0,0.8436,0.2931,0.4118,0.9643,0.0982
organic,tablet,2023-07-20,22,22.0,14.0,8.0,5.0,5.0,0.6364,0.5714,0.625,1.0,0.2273
paid,desktop,2023-07-20,97,97.0,78.0,25.0,12.0,11.0,0.8041,0.3205,0.48,0.9167,0.1134
paid,mobile,2023-07-20,216,216.0,177.0,66.0,38.0,36.0,0.8194,0.3729,0.5758,0.9474,0.1667
paid,tablet,2023-07-20,15,15.0,12.0,5.0,2.0,2.0,0.8,0.4167,0.4,1.0,0.1333
referral,desktop,2023-07-20,36,36.0,29.0,10.0,4.0,4.0,0.8056,0.3448,0.4,1.0,0.1111
referral,mobile,2023-07-20,42,42.0,36.0,12.0,4.0,4.0,0.8571,0.3333,0.3333,1.0,0.0952
referral,tablet,2023-07-20,4,4.0,3.0,1.0,1.0,1.0,0.75,0.3333,1.0,1.0,0.25
email,desktop,2023-07-19,37,37.0,29.0,12.0,7.0,7.0,0.7838,0.4138,0.5833,1.0,0.1892
email,mobile,2023-07-19,78,78.0,65.0,25.0,14.0,12.0,0.8333,0.3846,0.56,0.8571,0.1538
email,tablet,2023-07-19,5,5.0,4.0,2.0,0.0,0.0,0.8,0.5,0.0,,0.0
organic,desktop,2023-07-19,133,133.0,105.0,29.0,14.0,13.0,0.7895,0.2762,0.4828,0.9286,0.0977
organic,mobile,2023-07-19,256,256.0,201.0,68.0,36.0,32.0,0.7852,0.3383,0.5294,0.8889,0.125
organic,tablet,2023-07-19,14,14.0,13.0,4.0,1.0,1.0,0.9286,0.3077,0.25,1.0,0.0714
paid,desktop,2023-07-19,95,95.0,74.0,24.0,9.0,8.0,0.7789,0.3243,0.375,0.8889,0.0842
paid,mobile,2023-07-19,204,204.0,163.0,55.0,24.0,23.0,0.799,0.3374,0.4364,0.9583,0.1127
paid,tablet,2023-07-19,16,16.0,13.0,5.0,3.0,2.0,0.8125,0.3846,0.6,0.6667,0.125
referral,desktop,2023-07-19,28,28.0,23.0,5.0,3.0,2.0,0.8214,0.2174,0.6,0.6667,0.0714
referral,mobile,2023-07-19,65,65.0,49.0,17.0,10.0,8.0,0.7538,0.3469,0.5882,0.8,0.1231
referral,tablet,2023-07-19,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.3333
email,desktop,2023-07-18,30,30.0,26.0,9.0,4.0,4.0,0.8667,0.3462,0.4444,1.0,0.1333
email,mobile,2023-07-18,68,68.0,60.0,17.0,6.0,6.0,0.8824,0.2833,0.3529,1.0,0.0882
email,tablet,2023-07-18,5,5.0,4.0,0.0,0.0,0.0,0.8,0.0,,,0.0
organic,desktop,2023-07-18,131,131.0,104.0,33.0,18.0,15.0,0.7939,0.3173,0.5455,0.8333,0.1145
organic,mobile,2023-07-18,267,267.0,205.0,59.0,30.0,25.0,0.7678,0.2878,0.5085,0.8333,0.0936
organic,tablet,2023-07-18,24,24.0,19.0,7.0,1.0,1.0,0.7917,0.3684,0.1429,1.0,0.0417
paid,desktop,2023-07-18,105,105.0,84.0,31.0,19.0,15.0,0.8,0.369,0.6129,0.7895,0.1429
paid,mobile,2023-07-18,201,201.0,164.0,54.0,21.0,19.0,0.8159,0.3293,0.3889,0.9048,0.0945
paid,tablet,2023-07-18,12,12.0,12.0,3.0,1.0,1.0,1.0,0.25,0.3333,1.0,0.0833
referral,desktop,2023-07-18,25,25.0,21.0,5.0,3.0,2.0,0.84,0.2381,0.6,0.6667,0.08
referral,mobile,2023-07-18,49,49.0,39.0,13.0,3.0,3.0,0.7959,0.3333,0.2308,1.0,0.0612
referral,tablet,2023-07-18,3,3.0,1.0,0.0,0.0,0.0,0.3333,0.0,,,0.0
email,desktop,2023-07-17,31,31.0,24.0,13.0,6.0,3.0,0.7742,0.5417,0.4615,0.5,0.0968
email,mobile,2023-07-17,44,44.0,35.0,8.0,2.0,2.0,0.7955,0.2286,0.25,1.0,0.0455
email,tablet,2023-07-17,4,4.0,3.0,1.0,1.0,1.0,0.75,0.3333,1.0,1.0,0.25
organic,desktop,2023-07-17,123,123.0,94.0,28.0,13.0,10.0,0.7642,0.2979,0.4643,0.7692,0.0813
organic,mobile,2023-07-17,249,249.0,206.0,65.0,35.0,34.0,0.8273,0.3155,0.5385,0.9714,0.1365
organic,tablet,2023-07-17,16,16.0,15.0,4.0,2.0,2.0,0.9375,0.2667,0.5,1.0,0.125
paid,desktop,2023-07-17,107,107.0,86.0,35.0,19.0,18.0,0.8037,0.407,0.5429,0.9474,0.1682
paid,mobile,2023-07-17,183,183.0,145.0,38.0,16.0,15.0,0.7923,0.2621,0.4211,0.9375,0.082
paid,tablet,2023-07-17,9,9.0,5.0,1.0,1.0,1.0,0.5556,0.2,1.0,1.0,0.1111
referral,desktop,2023-07-17,19,19.0,16.0,3.0,3.0,3.0,0.8421,0.1875,1.0,1.0,0.1579
referral,mobile,2023-07-17,48,48.0,44.0,17.0,9.0,8.0,0.9167,0.3864,0.5294,0.8889,0.1667
referral,tablet,2023-07-17,5,5.0,2.0,1.0,0.0,0.0,0.4,0.5,0.0,,0.0
email,desktop,2023-07-16,36,36.0,32.0,9.0,8.0,7.0,0.8889,0.2813,0.8889,0.875,0.1944
email,mobile,2023-07-16,58,58.0,43.0,15.0,8.0,8.0,0.7414,0.3488,0.5333,1.0,0.1379
email,tablet,2023-07-16,5,5.0,5.0,1.0,0.0,0.0,1.0,0.2,0.0,,0.0
organic,desktop,2023-07-16,105,105.0,81.0,23.0,13.0,12.0,0.7714,0.284,0.5652,0.9231,0.1143
organic,mobile,2023-07-16,273,273.0,224.0,67.0,33.0,31.0,0.8205,0.2991,0.4925,0.9394,0.1136
organic,tablet,2023-07-16,19,19.0,14.0,5.0,3.0,3.0,0.7368,0.3571,0.6,1.0,0.1579
paid,desktop,2023-07-16,91,91.0,71.0,18.0,9.0,8.0,0.7802,0.2535,0.5,0.8889,0.0879
paid,mobile,2023-07-16,196,196.0,167.0,60.0,32.0,29.0,0.852,0.3593,0.5333,0.9063,0.148
paid,tablet,2023-07-16,15,15.0,12.0,3.0,2.0,1.0,0.8,0.25,0.6667,0.5,0.0667
referral,desktop,2023-07-16,30,30.0,24.0,6.0,4.0,4.0,0.8,0.25,0.6667,1.0,0.1333
referral,mobile,2023-07-16,44,44.0,36.0,11.0,6.0,6.0,0.8182,0.3056,0.5455,1.0,0.1364
referral,tablet,2023-07-16,2,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0
email,desktop,2023-07-15,36,36.0,30.0,9.0,5.0,5.0,0.8333,0.3,0.5556,1.0,0.1389
email,mobile,2023-07-15,63,63.0,54.0,20.0,8.0,5.0,0.8571,0.3704,0.4,0.625,0.0794
email,tablet,2023-07-15,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
organic,desktop,2023-07-15,128,128.0,101.0,23.0,12.0,11.0,0.7891,0.2277,0.5217,0.9167,0.0859
organic,mobile,2023-07-15,277,277.0,210.0,69.0,35.0,31.0,0.7581,0.3286,0.5072,0.8857,0.1119
organic,tablet,2023-07-15,13,13.0,13.0,3.0,1.0,0.0,1.0,0.2308,0.3333,0.0,0.0
paid,desktop,2023-07-15,95,95.0,73.0,21.0,11.0,8.0,0.7684,0.2877,0.5238,0.7273,0.0842
paid,mobile,2023-07-15,207,207.0,162.0,54.0,26.0,24.0,0.7826,0.3333,0.4815,0.9231,0.1159
paid,tablet,2023-07-15,12,12.0,8.0,4.0,2.0,2.0,0.6667,0.5,0.5,1.0,0.1667
referral,desktop,2023-07-15,15,15.0,15.0,5.0,1.0,1.0,1.0,0.3333,0.2,1.0,0.0667
referral,mobile,2023-07-15,52,52.0,33.0,16.0,5.0,5.0,0.6346,0.4848,0.3125,1.0,0.0962
referral,tablet,2023-07-15,5,5.0,5.0,1.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0
email,desktop,2023-07-14,27,27.0,22.0,6.0,1.0,1.0,0.8148,0.2727,0.1667,1.0,0.037
email,mobile,2023-07-14,69,69.0,53.0,17.0,7.0,6.0,0.7681,0.3208,0.4118,0.8571,0.087
email,tablet,2023-07-14,7,7.0,6.0,2.0,2.0,2.0,0.8571,0.3333,1.0,1.0,0.2857
organic,desktop,2023-07-14,126,126.0,102.0,30.0,17.0,16.0,0.8095,0.2941,0.5667,0.9412,0.127
organic,mobile,2023-07-14,262,262.0,207.0,67.0,37.0,34.0,0.7901,0.3237,0.5522,0.9189,0.1298
organic,tablet,2023-07-14,24,24.0,19.0,6.0,3.0,3.0,0.7917,0.3158,0.5,1.0,0.125
paid,desktop,2023-07-14,91,91.0,78.0,27.0,18.0,13.0,0.8571,0.3462,0.6667,0.7222,0.1429
paid,mobile,2023-07-14,204,204.0,167.0,65.0,26.0,21.0,0.8186,0.3892,0.4,0.8077,0.1029
paid,tablet,2023-07-14,18,18.0,15.0,4.0,2.0,2.0,0.8333,0.2667,0.5,1.0,0.1111
referral,desktop,2023-07-14,18,18.0,15.0,3.0,3.0,3.0,0.8333,0.2,1.0,1.0,0.1667
referral,mobile,2023-07-14,67,67.0,61.0,18.0,5.0,3.0,0.9104,0.2951,0.2778,0.6,0.0448
email,desktop,2023-07-13,35,35.0,27.0,6.0,3.0,2.0,0.7714,0.2222,0.5,0.6667,0.0571
email,mobile,2023-07-13,77,77.0,62.0,20.0,11.0,10.0,0.8052,0.3226,0.55,0.9091,0.1299
email,tablet,2023-07-13,3,3.0,3.0,2.0,2.0,2.0,1.0,0.6667,1.0,1.0,0.6667
organic,desktop,2023-07-13,116,116.0,91.0,34.0,13.0,13.0,0.7845,0.3736,0.3824,1.0,0.1121
organic,mobile,2023-07-13,255,255.0,214.0,83.0,43.0,39.0,0.8392,0.3879,0.5181,0.907,0.1529
organic,tablet,2023-07-13,32,32.0,23.0,6.0,2.0,2.0,0.7188,0.2609,0.3333,1.0,0.0625
paid,desktop,2023-07-13,107,107.0,88.0,27.0,15.0,14.0,0.8224,0.3068,0.5556,0.9333,0.1308
paid,mobile,2023-07-13,187,187.0,146.0,38.0,19.0,17.0,0.7807,0.2603,0.5,0.8947,0.0909
paid,tablet,2023-07-13,12,12.0,10.0,3.0,2.0,1.0,0.8333,0.3,0.6667,0.5,0.0833
referral,desktop,2023-07-13,24,24.0,22.0,5.0,1.0,1.0,0.9167,0.2273,0.2,1.0,0.0417
referral,mobile,2023-07-13,36,36.0,29.0,11.0,4.0,3.0,0.8056,0.3793,0.3636,0.75,0.0833
referral,tablet,2023-07-13,6,6.0,6.0,1.0,0.0,0.0,1.0,0.1667,0.0,,0.0
email,desktop,2023-07-12,19,19.0,12.0,4.0,1.0,1.0,0.6316,0.3333,0.25,1.0,0.0526
email,mobile,2023-07-12,77,77.0,61.0,20.0,14.0,12.0,0.7922,0.3279,0.7,0.8571,0.1558
email,tablet,2023-07-12,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
organic,desktop,2023-07-12,117,117.0,94.0,37.0,16.0,15.0,0.8034,0.3936,0.4324,0.9375,0.1282
organic,mobile,2023-07-12,270,270.0,218.0,75.0,44.0,41.0,0.8074,0.344,0.5867,0.9318,0.1519
organic,tablet,2023-07-12,16,16.0,14.0,6.0,2.0,2.0,0.875,0.4286,0.3333,1.0,0.125
paid,desktop,2023-07-12,93,93.0,76.0,24.0,10.0,7.0,0.8172,0.3158,0.4167,0.7,0.0753
paid,mobile,2023-07-12,210,210.0,156.0,47.0,25.0,24.0,0.7429,0.3013,0.5319,0.96,0.1143
paid,tablet,2023-07-12,19,19.0,17.0,10.0,7.0,7.0,0.8947,0.5882,0.7,1.0,0.3684
referral,desktop,2023-07-12,19,19.0,19.0,5.0,2.0,2.0,1.0,0.2632,0.4,1.0,0.1053
referral,mobile,2023-07-12,46,46.0,38.0,13.0,4.0,4.0,0.8261,0.3421,0.3077,1.0,0.087
referral,tablet,2023-07-12,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0
email,desktop,2023-07-11,36,36.0,28.0,10.0,4.0,4.0,0.7778,0.3571,0.4,1.0,0.1111
email,mobile,2023-07-11,74,74.0,61.0,20.0,6.0,5.0,0.8243,0.3279,0.3,0.8333,0.0676
email,tablet,2023-07-11,2,2.0,1.0,0.0,0.0,0.0,0.5,0.0,,,0.0
organic,desktop,2023-07-11,98,98.0,78.0,24.0,17.0,17.0,0.7959,0.3077,0.7083,1.0,0.1735
organic,mobile,2023-07-11,250,250.0,196.0,73.0,37.0,35.0,0.784,0.3724,0.5068,0.9459,0.14
organic,tablet,2023-07-11,16,16.0,11.0,4.0,3.0,2.0,0.6875,0.3636,0.75,0.6667,0.125
paid,desktop,2023-07-11,100,100.0,84.0,25.0,11.0,8.0,0.84,0.2976,0.44,0.7273,0.08
paid,mobile,2023-07-11,219,219.0,183.0,51.0,21.0,20.0,0.8356,0.2787,0.4118,0.9524,0.0913
paid,tablet,2023-07-11,8,8.0,6.0,4.0,1.0,1.0,0.75,0.6667,0.25,1.0,0.125
referral,desktop,2023-07-11,15,15.0,10.0,4.0,3.0,3.0,0.6667,0.4,0.75,1.0,0.2
referral,mobile,2023-07-11,65,65.0,56.0,18.0,9.0,8.0,0.8615,0.3214,0.5,0.8889,0.1231
referral,tablet,2023-07-11,3,3.0,2.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,0.3333
email,desktop,2023-07-10,25,25.0,19.0,8.0,1.0,1.0,0.76,0.4211,0.125,1.0,0.04
email,mobile,2023-07-10,65,65.0,48.0,14.0,6.0,3.0,0.7385,0.2917,0.4286,0.5,0.0462
email,tablet,2023-07-10,5,5.0,5.0,2.0,0.0,0.0,1.0,0.4,0.0,,0.0
organic,desktop,2023-07-10,107,107.0,83.0,28.0,19.0,14.0,0.7757,0.3373,0.6786,0.7368,0.1308
organic,mobile,2023-07-10,243,243.0,189.0,54.0,27.0,24.0,0.7778,0.2857,0.5,0.8889,0.0988
organic,tablet,2023-07-10,17,17.0,13.0,3.0,2.0,2.0,0.7647,0.2308,0.6667,1.0,0.1176
paid,desktop,2023-07-10,85,85.0,69.0,20.0,8.0,7.0,0.8118,0.2899,0.4,0.875,0.0824
paid,mobile,2023-07-10,225,225.0,182.0,59.0,33.0,28.0,0.8089,0.3242,0.5593,0.8485,0.1244
paid,tablet,2023-07-10,17,17.0,14.0,4.0,2.0,2.0,0.8235,0.2857,0.5,1.0,0.1176
referral,desktop,2023-07-10,34,34.0,29.0,6.0,2.0,2.0,0.8529,0.2069,0.3333,1.0,0.0588
referral,mobile,2023-07-10,49,49.0,43.0,18.0,7.0,7.0,0.8776,0.4186,0.3889,1.0,0.1429
referral,tablet,2023-07-10,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
email,desktop,2023-07-09,26,26.0,23.0,8.0,4.0,4.0,0.8846,0.3478,0.5,1.0,0.1538
email,mobile,2023-07-09,73,73.0,64.0,18.0,6.0,6.0,0.8767,0.2813,0.3333,1.0,0.0822
email,tablet,2023-07-09,2,2.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,,0.0
organic,desktop,2023-07-09,129,129.0,105.0,33.0,16.0,16.0,0.814,0.3143,0.4848,1.0,0.124
organic,mobile,2023-07-09,265,265.0,218.0,63.0,21.0,20.0,0.8226,0.289,0.3333,0.9524,0.0755
organic,tablet,2023-07-09,21,21.0,20.0,7.0,3.0,3.0,0.9524,0.35,0.4286,1.0,0.1429
paid,desktop,2023-07-09,95,95.0,81.0,31.0,13.0,12.0,0.8526,0.3827,0.4194,0.9231,0.1263
paid,mobile,2023-07-09,190,190.0,157.0,46.0,23.0,22.0,0.8263,0.293,0.5,0.9565,0.1158
paid,tablet,2023-07-09,13,13.0,12.0,4.0,2.0,2.0,0.9231,0.3333,0.5,1.0,0.1538
